"assessment_response_id","assessment_id","assessment_action_id","assessment_action_version","assessment_question_id","assessment_response_score","assessment_response_weighted_score"
"6378c86d","O3010Q@4","a6670ee9","12","oQox3w@1","1.0000000","0.0000000"
"3170b521","z4nUbw@6","b870ab83"," 2","b3RmVw@4","1.0000000","1.0000000"
"83ad57ab","dW1YXw@4","5db6611"," 2","fGEHEQ@1","1.0000000","1.0000000"
"2db7daa","O3010Q@5","606c65c0","16","1uEo4w@1","1.0000000","1.0000000"
"20d448d8","z4nUbw@6","74a272f3"," 2","QujkHw@1","0.0000000","1.0000000"
"cd9797a1","yWmNPQ@3","5bbfbca8"," 2","oQox3w@1","0.7500000","1.0000000"
"ed92dbb4","O3010Q@4","b82e93ed"," 2","b3RmVw@3","1.0000000","1.0000000"
"945f7b4e","dW1YXw@4","e6209382"," 2","fGEHEQ@1","0.5000000","1.0000000"
"cdbadf81","z4nUbw@6","b7fb37d6"," 2","seJe7Q@3","1.0000000",NA
"798837cb","O3010Q@5","54611b9","14","3PvHeQ@2","1.0000000","0.0000000"
"6fe71cfb","dW1YXw@4","90acaef0"," 2","fGEHEQ@1","1.0000000","1.0000000"
"d8097a67","yWmNPQ@3","227c67f6"," 2","jtfmjw@1","1.0000000","1.0000000"
"630583","z4nUbw@6","83cc413"," 2","b3RmVw@4","1.0000000","0.5000000"
"22d8f6e5","O3010Q@5","64de8b22"," 2","b3RmVw@3","1.0000000","1.0000000"
"66662381","z4nUbw@6","478c1f91"," 2","1uEo4w@1","1.0000000",NA
"a0f5ef9e","z4nUbw@6","d6865259"," 2","b3RmVw@2","1.0000000","0.8000000"
"608480d8","xDAvSQ@5","45ee84c9"," 2","1uEo4w@2","1.0000000","1.0000000"
"208bcf5a","O3010Q@4","49aa80c9","16","1uEo4w@2","1.0000000",NA
"660ecafa","xDAvSQ@5","d7c1b392"," 9","b3RmVw@4","1.0000000","1.0000000"
"f64d02d0","O3010Q@5","c5fe8e59"," 2","b3RmVw@2","0.0000000",NA
"b149408a","xDAvSQ@5","a16811e9","14","b3RmVw@3","1.0000000","1.0000000"
"5bbf0023","yWmNPQ@3","50bd225d"," 2","seJe7Q@3","1.0000000","1.0000000"
"e8683bc3","O3010Q@4","3816c8c8"," 2","pAh9DQ@2","1.0000000","1.0000000"
"a36d7c87","O3010Q@5","f5748c2","15","b3RmVw@4","1.0000000","1.0000000"
"85dc335e","O3010Q@5","1f82fc2"," 2","b3RmVw@2","1.0000000","1.0000000"
"cb3fd3a1","yWmNPQ@3","2595198d"," 2","Cp66Lw@2","1.0000000","1.0000000"
"c219e07a","O3010Q@5","e89696ec","13","uvVA8Q@1","1.0000000",NA
"7a720687","yWmNPQ@6","57bef368"," 2","b3RmVw@3","1.0000000","1.0000000"
"dea9351e","xDAvSQ@5","453493ce","11","l61z7Q@2","1.0000000","1.0000000"
"5d498515","xDAvSQ@5","543c2d6e"," 2","WttycQ@1","1.0000000","0.8000000"
"e69f211f","z4nUbw@6","42fa64e4","13","b3RmVw@3","1.0000000","1.0000000"
"99b820e0","xDAvSQ@5","bc5c8ea5"," 2","l61z7Q@2","1.0000000","0.0000000"
"185d02aa","xDAvSQ@5","354cd4ab","14","b3RmVw@3","1.0000000","1.0000000"
"ba795893","yWmNPQ@6","8b05bf10"," 2","b3RmVw@3","1.0000000",NA
"3037d7a","z4nUbw@6","e9021f6a"," 2","QujkHw@1","1.0000000","1.0000000"
"8b492eff","yWmNPQ@3","ea8fa22a"," 2","b3RmVw@2","1.0000000",NA
"37466f3d","z4nUbw@6","e71acc4e"," 2","b3RmVw@6","1.0000000","0.0000000"
"495afacd","xDAvSQ@5","7032964d"," 2","b3RmVw@3","1.0000000",NA
"5cc340c4","yWmNPQ@3","4ad388ba","14","b3RmVw@3","1.0000000",NA
"21d2b6ec","xDAvSQ@5","87a757ad","11","l61z7Q@2","1.0000000","1.0000000"
"5ba3d905","dW1YXw@4","38b60720"," 2","1uEo4w@2","0.0000000",NA
"11a4b4ea","yWmNPQ@3","601f77c0"," 2","l61z7Q@2","1.0000000",NA
"42067510","dW1YXw@4","54d6798f"," 2","b3RmVw@3","1.0000000","1.0000000"
"d3493053","O3010Q@5","4a4c7291"," 2","b3RmVw@3","1.0000000","1.0000000"
"508f56d5","xDAvSQ@5","570badb9","10","b3RmVw@3","1.0000000",NA
"3bc5114b","xDAvSQ@5","cb7c95a5"," 2","b3RmVw@3","1.0000000","1.0000000"
"b4517971","yWmNPQ@3","e1b50090"," 2","b3RmVw@3","1.0000000","1.0000000"
"8a647a38","O3010Q@5","83f7b281"," 2","jtfmjw@1","1.0000000",NA
"1fc1701f","xDAvSQ@5","7143ad5d"," 2","b3RmVw@7","1.0000000","1.0000000"
"2c31774e","xDAvSQ@5","5b9bac0b"," 2","1uEo4w@2","1.0000000","1.0000000"
"e5fbdace","yWmNPQ@3","bc630f67"," 9","b3RmVw@3","1.0000000","0.5000000"
"4b619ba8","O3010Q@5","5fd892c"," 2","b3RmVw@7","1.0000000","0.0000000"
"19fec15a","yWmNPQ@6","eeab8054"," 2","b3RmVw@3","1.0000000","0.5000000"
"72850325","dW1YXw@4","d7dafb35","10","b3RmVw@3","1.0000000","1.0000000"
"8588c5d3","xDAvSQ@5","dc7c0b"," 2","b3RmVw@3","1.0000000","1.0000000"
"555818a6","xDAvSQ@5","6f180f38"," 2","uvVA8Q@1","1.0000000","0.7500000"
"4c615645","yWmNPQ@6","75411ad6"," 2","QujkHw@1","1.0000000","1.0000000"
"b86b60fc","xDAvSQ@5","1f216817"," 2","b3RmVw@6","0.0000000","0.5000000"
"fb43680c","O3010Q@4","f046981c","11","b3RmVw@2","1.0000000","1.0000000"
"c0e99f95","z4nUbw@6","632c8161"," 2","fGEHEQ@1","1.0000000",NA
"2317584a","yWmNPQ@6","49275e66"," 2","b3RmVw@2","1.0000000","0.6000000"
"3dbcb766","dW1YXw@4","ea9a8b0d"," 2","b3RmVw@2","1.0000000","1.0000000"
"ef32a5bf","O3010Q@5","b2abb0c0"," 2","b3RmVw@3","1.0000000","1.0000000"
"de14d984","yWmNPQ@3","5c333a55"," 2","b3RmVw@3","1.0000000","1.0000000"
"a0a8104b","z4nUbw@6","7e60b3af"," 2","b3RmVw@2","1.0000000","1.0000000"
"bcba3dd5","O3010Q@5","e0713d2a"," 2","b3RmVw@3","1.0000000","1.0000000"
"ed5be035","O3010Q@5","57184a37"," 2","b3RmVw@3","0.8000000",NA
"857be5f1","O3010Q@4","102733d4","11","b3RmVw@3","0.0000000","1.0000000"
"8a3b19da","yWmNPQ@3","2d81c5d5"," 2","b3RmVw@3","1.0000000",NA
"e58a5e","O3010Q@4","d51c427e"," 2","b3RmVw@3","0.0000000","1.0000000"
"1b39c65b","dW1YXw@4","1413678b"," 7","1uEo4w@2","1.0000000","0.6000000"
"b4babd19","xDAvSQ@5","fdaa6f5a"," 2","b3RmVw@3","1.0000000","0.6000000"
"88cf09e5","O3010Q@7","1ea8f6e4","12","1uEo4w@1","1.0000000","1.0000000"
"bca78a39","xDAvSQ@5","e81d5d0d"," 2","jtfmjw@1","1.0000000","1.0000000"
"9ec6f3b","O3010Q@5","82d3b362"," 2","b3RmVw@3","1.0000000",NA
"df98a681","O3010Q@4","202f153f"," 2","3PvHeQ@2","1.0000000","1.0000000"
"202f495f","z4nUbw@6","b80d5ad"," 2","b3RmVw@2","1.0000000","1.0000000"
"93627adb","xDAvSQ@5","38decdf5","10","fGEHEQ@1","1.0000000","1.0000000"
"6169304d","xDAvSQ@5","8ca4e1da","11","b3RmVw@2","1.0000000","1.0000000"
"9bff5485","z4nUbw@6","e56d6563"," 2","b3RmVw@2","1.0000000","1.0000000"
"b2deeb6a","O3010Q@5","e3839eb2","10","b3RmVw@3","1.0000000","1.0000000"
"41b1591","xDAvSQ@5","b24ec19e"," 2","oQox3w@2","1.0000000","0.0000000"
"19af723d","O3010Q@4","2adbb856"," 2","b3RmVw@3","1.0000000",NA
"3a88ede4","O3010Q@5","77f57334"," 2","b3RmVw@2","1.0000000","1.0000000"
"aedde4bb","O3010Q@4","95963614"," 2","oQox3w@2","0.0000000",NA
"49175eb3","O3010Q@8","6c2a50bf"," 2","b3RmVw@3","1.0000000",NA
"8af48e89","O3010Q@5","c9364018","12","oQox3w@2","1.0000000","1.0000000"
"79f801e3","xDAvSQ@5","d04b4dbd"," 2","fGEHEQ@1","1.0000000","1.0000000"
"43547f9f","yWmNPQ@3","c27f086"," 2","QujkHw@1","1.0000000","0.7500000"
"770dfc26","z4nUbw@6","79dfd5d7"," 2","1uEo4w@1","1.0000000",NA
"4d2e2ea4","yWmNPQ@3","7abdd7ac"," 2","LdjFWw@2","1.0000000","1.0000000"
"c67090d4","O3010Q@5","7d6483ea"," 2","b3RmVw@2","1.0000000","1.0000000"
"e96470f5","z4nUbw@6","77285dde"," 2","uvVA8Q@1","1.0000000","1.0000000"
"fdb3f0d8","dW1YXw@4","f4efbcc4","14","b3RmVw@3","1.0000000","0.8000000"
"4fd6acfd","z4nUbw@6","4404487c","14","b3RmVw@3","0.6000000",NA
"e53414b1","O3010Q@8","4f5d5b8b","16","b3RmVw@3","1.0000000","1.0000000"
"f720836c","yWmNPQ@3","e41cbc92"," 2","1uEo4w@1","0.5000000",NA
"ce788f2f","xDAvSQ@5","ef3e0ca3"," 2","oQox3w@2","0.2000000",NA
"61172bad","yWmNPQ@3","d79e7e2"," 2","l61z7Q@2","1.0000000",NA
"2a31f582","yWmNPQ@3","3b0b298d"," 2","b3RmVw@3","1.0000000","1.0000000"
"4067c998","yWmNPQ@3","1a5fd0c0"," 2","b3RmVw@2","1.0000000",NA
"c1ac0960","O3010Q@5","a67d705a"," 2","b3RmVw@3","0.0000000","1.0000000"
"b433ef01","xDAvSQ@5","587d4d87"," 2","b3RmVw@3","0.2000000","0.8333330"
"d85d23e3","yWmNPQ@3","c1392f18"," 2","b3RmVw@6","1.0000000","1.0000000"
"3b84ff6","xDAvSQ@5","9da4311a"," 2","jtfmjw@1","1.0000000",NA
"a039f097","xDAvSQ@5","fcdf824d","11","b3RmVw@4","1.0000000",NA
"d87e21f7","dW1YXw@4","797f77d8","12","b3RmVw@4","1.0000000",NA
"55255dba","z4nUbw@6","e5488807"," 2","oQox3w@1","1.0000000",NA
"3042ecec","yWmNPQ@3","8125d413"," 2","LdjFWw@2","1.0000000","1.0000000"
"d5862f63","O3010Q@5","c0cd6149"," 2","b3RmVw@6","1.0000000","0.0000000"
"8f7ae26b","dW1YXw@4","210828b9"," 2","b3RmVw@2","1.0000000","1.0000000"
"e2e4b61a","yWmNPQ@3","1a89a82f"," 2","b3RmVw@3","1.0000000",NA
"998a40e","O3010Q@5","dcf5de8d"," 2","b3RmVw@3","1.0000000",NA
"6a45dab7","z4nUbw@6","ede224e4"," 2","jtfmjw@1","1.0000000","1.0000000"
"d60fa945","O3010Q@5","aff2b1d5"," 2","b3RmVw@3","1.0000000","1.0000000"
"35d504e9","xDAvSQ@5","53fd3e9c"," 2","b3RmVw@2","1.0000000",NA
"b07a1ae8","dW1YXw@4","92794cb0"," 2","b3RmVw@3","1.0000000","1.0000000"
"9bef990f","xDAvSQ@5","725c7c83"," 2","QujkHw@1","1.0000000","1.0000000"
"dd19dd4b","xDAvSQ@5","bc9de06b"," 2","b3RmVw@2","1.0000000",NA
"25b06ed5","O3010Q@8","3dbb974c"," 2","dW1YXw@1","0.0000000","1.0000000"
"d4d1c624","xDAvSQ@5","24c8eefb"," 2","uvVA8Q@1","1.0000000",NA
"fef5f4df","xDAvSQ@5","2a5459bb"," 2","b3RmVw@3","1.0000000","1.0000000"
"86669028","O3010Q@5","bc193a2e"," 2","fGEHEQ@1","1.0000000","1.0000000"
"6d54799c","O3010Q@7","2865a273"," 2","b3RmVw@3","0.0000000","1.0000000"
"99fc6456","O3010Q@4","4648bf0f"," 2","jtfmjw@1","1.0000000","1.0000000"
"3c23f115","O3010Q@4","69699f8d","15","b3RmVw@3","1.0000000",NA
"6b5b83e6","O3010Q@5","fbf69705","10","1uEo4w@1","1.0000000","1.0000000"
"18f7fd79","O3010Q@5","9a37e377"," 2","jtfmjw@1","1.0000000",NA
"c91322ea","O3010Q@5","55f212f2"," 2","1uEo4w@1","1.0000000","1.0000000"
"5fa32fbe","yWmNPQ@3","20828e","12","l61z7Q@2","1.0000000","0.5000000"
"8813e1d7","xDAvSQ@5","e13fe8ea"," 2","b3RmVw@4","0.5000000","0.6000000"
"8d26b8e5","z4nUbw@6","72273703"," 2","WttycQ@1","1.0000000",NA
"695dacf3","z4nUbw@6","d5899cef"," 2","b3RmVw@2","1.0000000","1.0000000"
"a2b0609f","O3010Q@4","abb922eb","12","b3RmVw@2","1.0000000","0.8000000"
"415eb76a","dW1YXw@4","d4f1219e"," 2","b3RmVw@3","1.0000000","1.0000000"
"7cdf8082","O3010Q@5","3f5a2a71"," 9","3PvHeQ@2","1.0000000","1.0000000"
"e6fb11f5","dW1YXw@4","85281fc3","13","b3RmVw@3","1.0000000","1.0000000"
"5d635aac","O3010Q@8","7475ed6c","10","b3RmVw@2","0.0000000","0.7500000"
"44dcb01","xDAvSQ@5","c2a00c87"," 2","uvVA8Q@1","1.0000000","1.0000000"
"4888cbbb","O3010Q@4","2b1116af"," 2","dW1YXw@1","1.0000000","1.0000000"
"838a38fa","yWmNPQ@3","c784271"," 2","1uEo4w@1","0.6000000","1.0000000"
"821b5c95","O3010Q@4","7140dd18"," 2","1uEo4w@2","1.0000000","0.0000000"
"74b2df35","O3010Q@4","866c82fe"," 2","b3RmVw@3","1.0000000","1.0000000"
"8e4bcbf","xDAvSQ@5","9fe5f02a"," 2","b3RmVw@3","1.0000000",NA
"b449b1b3","dW1YXw@4","1118ff31"," 2","WttycQ@1","1.0000000","1.0000000"
"8a3fb593","z4nUbw@6","619c7249"," 2","9BZbew@1","1.0000000","0.7500000"
"5ce109db","O3010Q@4","9dada033"," 9","b3RmVw@3","1.0000000","1.0000000"
"769ae446","O3010Q@5","78c6dba4"," 2","b3RmVw@2","1.0000000","0.7500000"
"41e8fcc9","z4nUbw@6","371ebdde"," 2","oQox3w@2","1.0000000","1.0000000"
"b03bbcac","xDAvSQ@5","68d5dd07"," 2","b3RmVw@3","1.0000000","1.0000000"
"26275a32","xDAvSQ@5","900d286b","12","b3RmVw@2","1.0000000","0.0000000"
"1d0cb597","O3010Q@5","569fc20a"," 2","pAh9DQ@2","1.0000000","1.0000000"
"89a337ac","O3010Q@8","7b4dbb29"," 2","dW1YXw@1","1.0000000","1.0000000"
"71bb9762","yWmNPQ@3","ddca10f0"," 2","pAh9DQ@2","1.0000000","0.0000000"
"99227320","O3010Q@7","56d4244"," 2","b3RmVw@2","1.0000000","1.0000000"
"df84a01e","O3010Q@4","69b2131f","12","3PvHeQ@2","1.0000000","1.0000000"
"28d2364f","yWmNPQ@3","f5db9472"," 2","1uEo4w@2","1.0000000","1.0000000"
"70aa84fb","z4nUbw@6","ae3e7fe0","10","b3RmVw@2","1.0000000","1.0000000"
"e11c8175","z4nUbw@6","c2972521"," 2","b3RmVw@2","1.0000000","1.0000000"
"9ec8a689","O3010Q@5","5e0e8c4e"," 2","l61z7Q@2","1.0000000","1.0000000"
"62d4190e","z4nUbw@6","b398caaf"," 2","b3RmVw@2","1.0000000","1.0000000"
"beb1f4ff","z4nUbw@6","edf13192"," 2","1uEo4w@2","1.0000000",NA
"a6b5de80","z4nUbw@6","a16cc48b"," 2","b3RmVw@3","1.0000000","1.0000000"
"4d1496bf","z4nUbw@6","54590563"," 2","QujkHw@1","1.0000000","1.0000000"
"478f55bf","xDAvSQ@5","c96f66d2"," 2","oQox3w@2","1.0000000","1.0000000"
"21bcaa8","yWmNPQ@3","8b0259d2"," 2","b3RmVw@2","1.0000000","1.0000000"
"a16791a0","z4nUbw@6","77766a6d"," 2","b3RmVw@4","1.0000000","1.0000000"
"6e7fbcc6","O3010Q@8","146a9ec9"," 2","b3RmVw@3","1.0000000","1.0000000"
"930b9d4b","z4nUbw@6","b9dfb0ac"," 2","b3RmVw@2","1.0000000","1.0000000"
"4e2beece","xDAvSQ@5","deb7d382"," 2","fGEHEQ@1","1.0000000","1.0000000"
"82e7ac32","O3010Q@8","d890f26e"," 2","b3RmVw@7","1.0000000","0.4000000"
"391022e","xDAvSQ@5","73c902b0"," 2","b3RmVw@3","1.0000000","1.0000000"
"3a4aab16","yWmNPQ@3","f8a1f867"," 2","uvVA8Q@1","1.0000000",NA
"5f08ab86","dW1YXw@4","201462b5"," 8","b3RmVw@3","1.0000000","1.0000000"
"baaf4b6a","yWmNPQ@3","84f82725","11","b3RmVw@4","1.0000000","0.0000000"
"4a2d51c","xDAvSQ@5","e292c190"," 2","3PvHeQ@2","1.0000000","0.8000000"
"c46c21f8","z4nUbw@6","aff59303"," 2","fGEHEQ@1","1.0000000","1.0000000"
"4c0d493e","O3010Q@7","878a2362"," 2","seJe7Q@3","1.0000000","1.0000000"
"b6151079","O3010Q@6","9549c40f"," 2","b3RmVw@2","0.8333333","1.0000000"
"59b8da17","z4nUbw@6","fdb6900"," 2","b3RmVw@2","1.0000000","1.0000000"
"d1a34960","O3010Q@4","4a131fce"," 2","Cp66Lw@2","1.0000000","0.0000000"
"33150297","O3010Q@5","3230389"," 2","l61z7Q@2","1.0000000","1.0000000"
"c5987c52","yWmNPQ@3","d6bdab14"," 2","b3RmVw@2","1.0000000","1.0000000"
"618eadb4","O3010Q@8","f3ff672"," 2","b3RmVw@3","0.0000000",NA
"3064e6f8","xDAvSQ@5","3c0f1279"," 2","pAh9DQ@2","0.6000000",NA
"fe66b7a6","O3010Q@5","814edb6d"," 2","b3RmVw@2","1.0000000",NA
"f2eb5afe","O3010Q@5","e6d5e788"," 2","b3RmVw@3","0.0000000","1.0000000"
"c427388e","O3010Q@5","83c3888a","12","fGEHEQ@1","1.0000000","1.0000000"
"9a3f113c","O3010Q@5","6d0e9bf7"," 8","1uEo4w@1","1.0000000","1.0000000"
"a05bcb86","O3010Q@7","6179f0db"," 2","b3RmVw@4","1.0000000",NA
"5635bb67","xDAvSQ@5","b1aaec20"," 2","9BZbew@1","1.0000000","1.0000000"
"18072d66","z4nUbw@6","70d0e213"," 2","1uEo4w@2","1.0000000",NA
"9f339b9","O3010Q@5","7fe7e642"," 2","b3RmVw@2","1.0000000","1.0000000"
"8f680827","xDAvSQ@5","9abce765"," 2","uvVA8Q@1","1.0000000","1.0000000"
"906d5c89","yWmNPQ@3","65734a71"," 2","LdjFWw@2","1.0000000","1.0000000"
"38ef6dd3","z4nUbw@6","dc55546a"," 2","b3RmVw@2","1.0000000","0.0000000"
"d9bb7c5a","O3010Q@6","bb582c61"," 2","oQox3w@1","1.0000000",NA
"60e87a4c","xDAvSQ@5","b4d9a28c"," 2","b3RmVw@3","1.0000000","1.0000000"
"b523fa03","xDAvSQ@5","9df86967"," 2","3PvHeQ@2","1.0000000","1.0000000"
"d3b1ded9","dW1YXw@4","1ee456b5","13","b3RmVw@2","0.8333333","0.4000000"
"8df7587","yWmNPQ@3","ae834725"," 9","b3RmVw@3","1.0000000","1.0000000"
"8f2e91f","O3010Q@5","580d860f"," 2","l61z7Q@2","1.0000000","1.0000000"
"12f06b44","O3010Q@4","b6f6ec5f"," 2","seJe7Q@3","1.0000000","1.0000000"
"ac4f951a","O3010Q@4","52d17f51"," 2","b3RmVw@2","1.0000000","0.0000000"
"fe5ae262","z4nUbw@6","8eba2fb0"," 2","b3RmVw@2","1.0000000","1.0000000"
"1672795b","O3010Q@5","f857ae5"," 2","fGEHEQ@1","0.0000000","1.0000000"
"119b57","O3010Q@5","a5655a55"," 2","b3RmVw@3","1.0000000","0.0000000"
"81befd36","z4nUbw@6","65171acb","10","b3RmVw@3","1.0000000","0.7500000"
"6fe9a28f","O3010Q@5","d54bf984"," 2","3PvHeQ@2","1.0000000","1.0000000"
"f05bd53d","O3010Q@8","72a3f4fa"," 2","b3RmVw@2","1.0000000","1.0000000"
"e555c2eb","yWmNPQ@3","173076dc"," 2","l61z7Q@2","1.0000000",NA
"c25222cd","O3010Q@5","362607f","14","oQox3w@1","1.0000000","1.0000000"
"dd4bf6c2","z4nUbw@6","5a2a4e61","18","b3RmVw@2","1.0000000","1.0000000"
"56390695","z4nUbw@6","fb6061a5"," 2","WttycQ@1","1.0000000",NA
"bf226f40","dW1YXw@4","657bed07"," 2","b3RmVw@2","1.0000000","1.0000000"
"9800bf06","O3010Q@7","20dd9d14"," 2","b3RmVw@2","1.0000000","1.0000000"
"2d15e297","O3010Q@5","12a3781a"," 2","fGEHEQ@1","1.0000000",NA
"a48f1ec1","z4nUbw@6","794f5d30"," 2","LdjFWw@2","1.0000000","0.0000000"
"36e8699c","O3010Q@4","40342fc3"," 8","b3RmVw@4","0.0000000","1.0000000"
"287fafc3","O3010Q@5","ec96570e"," 2","l61z7Q@2","1.0000000",NA
"a87f1fbf","O3010Q@5","1a120096"," 2","b3RmVw@2","0.8000000","1.0000000"
"2c3d9474","O3010Q@5","eb2cb78d","10","b3RmVw@3","1.0000000",NA
"e5e8609f","O3010Q@5","b49355e2"," 2","b3RmVw@2","1.0000000","1.0000000"
"f48ae625","yWmNPQ@3","c8f49a1f","10","jtfmjw@1","1.0000000","1.0000000"
"35130a1","O3010Q@5","6e8b7606","11","b3RmVw@2","1.0000000","0.0000000"
"6edcd7d2","xDAvSQ@5","759d0c21","16","b3RmVw@3","1.0000000","1.0000000"
"167f979a","O3010Q@5","21be5508"," 2","WttycQ@1","0.8000000","0.5000000"
"1bbd5db7","O3010Q@4","14d0f603"," 2","b3RmVw@2","0.6000000","1.0000000"
"d05f5a93","yWmNPQ@3","47440d86"," 2","b3RmVw@4","1.0000000","1.0000000"
"74aa5186","O3010Q@7","984f0174"," 2","dW1YXw@1","1.0000000",NA
"3d401795","O3010Q@4","dde92073"," 2","b3RmVw@2","1.0000000","1.0000000"
"9ee42fe4","xDAvSQ@5","46f878ab"," 2","b3RmVw@3","1.0000000","1.0000000"
"74ac516a","z4nUbw@6","db7b92bf","11","fGEHEQ@1","1.0000000","1.0000000"
"e3072daa","xDAvSQ@5","4a038b49"," 9","b3RmVw@2","1.0000000","0.4000000"
"d6bb614","O3010Q@4","206e5119"," 2","pAh9DQ@2","1.0000000",NA
"710ac59b","O3010Q@5","9176b3fb","12","3PvHeQ@2","1.0000000","1.0000000"
"8cdad28","z4nUbw@6","2b4e3db"," 2","3PvHeQ@2","1.0000000",NA
"1dde6968","xDAvSQ@5","88dc57a4"," 2","l61z7Q@2","1.0000000",NA
"5edd7903","O3010Q@5","d018a0b8"," 2","1uEo4w@2","1.0000000","0.0000000"
"35b8b428","O3010Q@4","6a080d24"," 2","b3RmVw@3","1.0000000","1.0000000"
"a8d4f797","yWmNPQ@6","f9b4a75a"," 2","seJe7Q@3","1.0000000","0.5000000"
"4a0a851d","z4nUbw@6","ec18c3d"," 2","1uEo4w@1","1.0000000","0.0000000"
"27f954be","xDAvSQ@5","44cbdf","11","fGEHEQ@1","1.0000000",NA
"233cb0cf","z4nUbw@6","b76270b1"," 9","b3RmVw@2","1.0000000",NA
"36e20c2f","dW1YXw@4","496cbcc4"," 2","b3RmVw@3","1.0000000","1.0000000"
"60b31cb2","O3010Q@4","d6941ace"," 2","b3RmVw@3","1.0000000",NA
"1de9a984","z4nUbw@6","b112ec23"," 2","b3RmVw@3","1.0000000","1.0000000"
"7d719cb2","O3010Q@4","63ab41b1"," 2","1uEo4w@1","1.0000000","1.0000000"
"237e286a","dW1YXw@4","8bc18715"," 2","uvVA8Q@1","0.0000000","1.0000000"
"ea2bd411","z4nUbw@6","1c2c53ea"," 9","WttycQ@1","1.0000000","1.0000000"
"bef1d11a","xDAvSQ@5","d353be6"," 2","b3RmVw@2","1.0000000","1.0000000"
"d7b4dc48","yWmNPQ@3","477a4f7b"," 2","9BZbew@1","1.0000000",NA
"fe4ad6bb","z4nUbw@6","7c1da488"," 2","b3RmVw@4","0.0000000",NA
"cc2ce5d9","O3010Q@5","b177e2aa"," 2","b3RmVw@7","1.0000000","1.0000000"
"6efd6a65","z4nUbw@6","2b47e3dc"," 2","b3RmVw@3","1.0000000","1.0000000"
"47c8602c","z4nUbw@6","53cc258d"," 2","pAh9DQ@2","1.0000000","0.0000000"
"99cf190e","yWmNPQ@6","163f15b0"," 2","oQox3w@1","1.0000000","1.0000000"
"19081e9c","yWmNPQ@3","59e96645"," 2","b3RmVw@2","1.0000000","0.0000000"
"3f3c4cac","dW1YXw@4","a25fb1fc"," 2","jtfmjw@1","1.0000000",NA
"598c0ce2","O3010Q@4","4cb59bdc"," 2","oQox3w@1","1.0000000","1.0000000"
"f6da0002","O3010Q@4","91a057bc"," 2","b3RmVw@2","1.0000000",NA
"41d5ac5a","z4nUbw@6","3c6a0eaa"," 2","oQox3w@2","1.0000000","0.6000000"
"a3c3661a","O3010Q@5","e003b395"," 2","b3RmVw@3","1.0000000","0.8000000"
"a1f90e2a","O3010Q@5","86c65746"," 2","b3RmVw@3","0.0000000",NA
"6cdacf0","O3010Q@5","2382b495"," 2","3PvHeQ@2","1.0000000","1.0000000"
"18a10c9a","z4nUbw@6","b0d2ec65"," 2","b3RmVw@3","1.0000000","1.0000000"
"69b80a67","z4nUbw@6","e8070ed0","17","b3RmVw@4","1.0000000","0.0000000"
"abaf22d2","yWmNPQ@3","f3b2cab5","12","b3RmVw@2","0.5000000",NA
"2d86cac3","yWmNPQ@3","2ee1e594"," 2","jtfmjw@1","1.0000000","1.0000000"
"25299c79","yWmNPQ@3","ac3a9822"," 2","b3RmVw@3","0.8333333","0.0000000"
"8efafa2b","yWmNPQ@6","19c0b596"," 2","WttycQ@1","1.0000000","1.0000000"
"9250899","yWmNPQ@3","95fa5c8d"," 2","QujkHw@1","0.2000000",NA
"ca44b7f5","z4nUbw@6","6df00503"," 2","b3RmVw@2","1.0000000",NA
"9a3394b8","xDAvSQ@5","312e6bee"," 8","b3RmVw@4","1.0000000","1.0000000"
"3f121caa","O3010Q@5","2d9ee4da","19","b3RmVw@2","1.0000000","1.0000000"
"a64101c4","dW1YXw@4","53d2017d"," 2","LdjFWw@2","1.0000000",NA
"2f403199","yWmNPQ@3","465be903","15","b3RmVw@3","1.0000000","1.0000000"
"cb3018f7","xDAvSQ@5","3b10c59c"," 2","b3RmVw@3","1.0000000","1.0000000"
"637b6416","xDAvSQ@5","d4b5ae28"," 2","jtfmjw@1","1.0000000","0.6000000"
"fc5c53b7","O3010Q@5","4d78d581","11","QujkHw@1","1.0000000",NA
"714ed1bf","z4nUbw@6","2c21f47a","12","seJe7Q@3","1.0000000","1.0000000"
"1299ee93","dW1YXw@4","58e47020"," 2","QujkHw@1","1.0000000","1.0000000"
"f4b251f6","dW1YXw@4","f1c1f74e","12","b3RmVw@2","0.0000000","1.0000000"
"7ea8ad53","z4nUbw@6","4f117e43","15","b3RmVw@2","1.0000000",NA
"106d49b6","O3010Q@6","a34ed2ee"," 2","b3RmVw@3","1.0000000","1.0000000"
"e9a39275","O3010Q@5","87573089"," 2","b3RmVw@4","1.0000000",NA
"a42b6cfd","yWmNPQ@6","989649e"," 2","jtfmjw@1","1.0000000","1.0000000"
"52b8894b","O3010Q@5","2352f009"," 2","1uEo4w@1","1.0000000",NA
"d3f77fdd","O3010Q@7","61f356cd"," 2","oQox3w@1","1.0000000","0.5000000"
"e59905e8","z4nUbw@6","57eeebd2"," 8","3PvHeQ@2","1.0000000","1.0000000"
"f086a906","O3010Q@5","10a274c2"," 2","l61z7Q@2","1.0000000","1.0000000"
"db1b39ea","yWmNPQ@3","1e3b0493","11","l61z7Q@2","1.0000000","1.0000000"
"7b6f7655","yWmNPQ@6","470b14d1"," 2","uvVA8Q@1","1.0000000","1.0000000"
