"jhu_user_id","course_id","course_membership_role","course_membership_ts"
"6ac1d94c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-04 07:00:35"
"64870058","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-01-05 20:18:46"
"e18b2866","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2015-12-29 09:49:27"
"47ab7790","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-02-01 10:00:21"
"157e03e4","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-13 12:58:39"
"c18d2738","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-12-12 22:39:17"
"c2836592","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-10-16 20:22:22"
"9eb7003e","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-05-14 21:02:24"
"e723edff","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:49:41"
"b34fe156","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-29 17:10:03"
"407af602","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-16 14:27:17"
"894e00ec","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-04-21 08:49:54"
"af30f257","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-08-30 09:42:03"
"d729fc3d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-06 10:55:26"
"55d35449","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-02 03:44:21"
"509b5c31","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-01 22:19:17"
"e0c0a0b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-02-17 18:32:12"
"33f774a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-07 23:08:55"
"75d84d2e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-02-12 19:34:28"
"6773bc66","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-08 19:45:23"
"7a9dc89c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:49:37"
"42a0b03b","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2017-08-14 12:11:13"
"82b8654e","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-08-02 19:29:11"
"b383b9b8","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-25 12:40:03"
"83a1a49c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-24 06:37:48"
"621a762b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-27 19:14:41"
"de7ba564","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-17 23:06:55"
"69dfff46","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-10 21:19:45"
"e0369e55","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-06 10:20:18"
"f70a75c6","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-03-22 00:10:40"
"5d34c500","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-08-28 16:32:32"
