"course_branch_id","jhu_user_id","course_branch_grade_ts","course_passing_state_id","course_branch_grade_overall_passed_items","course_branch_grade_overall","course_branch_grade_verified_passed_items","course_branch_grade_verified"
"qsmzmVew","75a2f7ea","2016-08-16 04:46:38","2","5","0.9571430","4","0.9600000"
"qsmzmVew","cb16f70f","2016-02-10 08:31:58","2","4","0.9700000","4","0.9714290"
"qsmzmVew","39bd5296","2016-03-08 22:50:29","0","5","0.6000000","6","0.9837500"
"5e4i8Kvw","85feceb4","2016-04-14 07:42:37","2","4","0.9285710","2","0.9428570"
"qsmzmVew","89f99a94","2017-02-09 08:49:30","2","4","0.4000000","4","1.0000000"
"5e4i8Kvw","55c158be","2017-01-07 23:33:59","2","4","0.9366430","4","0.9266670"
"qsmzmVew","6779579c","2016-01-29 14:01:36","2","4","0.2000000","1","0.9700000"
"qsmzmVew","840fcb41","2016-04-24 17:20:22","2","5","1.0000000","4","0.9510000"
"5e4i8Kvw","eda3d87b","2017-10-04 07:10:29","2","4","0.6000000","6","0.9480000"
"5e4i8Kvw","aa4ae542","2016-10-09 02:19:24","2","6","0.6000000","4","0.9714290"
"qsmzmVew","6c943f4","2016-01-11 06:59:41","0","4","0.9534643","4","0.4500000"
"qsmzmVew","8888cb26","2017-10-02 23:13:01","2","1","0.9937500","2","0.7500000"
"5e4i8Kvw","84007f3d","2016-05-24 17:54:00","2","4","0.9366430","6","0.6000000"
"5e4i8Kvw","28942c18","2016-12-05 16:43:35","2","4","1.0000000","4","0.6000000"
"5e4i8Kvw","8083d5a5","2016-12-23 00:48:05","2","6","0.9346429","5","0.9714290"
"qsmzmVew","135cfa1a","2016-05-17 01:51:45","2","1","0.2000000","6","1.0000000"
"qsmzmVew","a1cea23c","2016-06-11 08:59:11","0","4","1.0000000","4","0.9950000"
"5e4i8Kvw","cc78bc1d","2016-06-10 03:08:25","2","6","0.9714290","4","0.9622500"
"qsmzmVew","f5636f48","2017-03-02 08:11:10","2","3","1.0000000","4","0.9646429"
"qsmzmVew","6c0cca31","2016-08-03 18:47:02","2","6","1.0000000","4","0.9857140"
"5e4i8Kvw","9fdc86d6","2017-06-25 13:12:29","2","6","1.0000000","1","0.5266670"
"qsmzmVew","8e4e799","2017-01-24 03:18:53","2","6","1.0000000","6","0.9857140"
"qsmzmVew","b18c4189","2016-02-07 20:47:27","0","6","0.9545000","4","1.0000000"
"5e4i8Kvw","a8cdb52d","2016-06-13 18:07:53","2","6","0.5900000","4","1.0000000"
"qsmzmVew","c50f1654","2016-11-22 09:18:38","0","6","0.9387500","2","0.9523810"
"5e4i8Kvw","b83e6b13","2016-02-02 17:49:33","2","6","0.9355357","3","1.0000000"
"5e4i8Kvw","48fdfe9a","2016-02-23 13:22:13","0","6","0.9857140","3","1.0000000"
"5e4i8Kvw","88ecb177","2016-04-09 06:05:36","2","4","1.0000000","6","0.9028570"
"5e4i8Kvw","92a70ca","2016-03-09 21:49:32","2","4","0.9572500","4","0.9217857"
"qsmzmVew","10f6ae9b","2017-02-21 04:47:28","2","6","0.9857140","6","0.9512500"
"5e4i8Kvw","a6113458","2017-02-24 17:11:16","0","6","0.9812500","6","0.9714290"
"qsmzmVew","bfe34115","2016-06-26 19:59:26","2","4","1.0000000","4","0.9571430"
"qsmzmVew","52201b68","2016-09-27 09:33:29","2","4","0.9714290","2","0.5542500"
"5e4i8Kvw","c1d561c6","2016-09-18 06:48:40","2","6","0.9600000","4","0.7350000"
"5e4i8Kvw","8fb6fb7b","2016-05-23 18:24:09","2","6","1.0000000","6","0.9717500"
"5e4i8Kvw","d9b26086","2016-11-08 22:18:58","2","4","0.6000000","6","1.0000000"
"qsmzmVew","eb5733e1","2017-01-31 10:34:14","2","1","0.9857140","6","0.6000000"
"qsmzmVew","5f8a49a2","2016-09-10 13:31:08","2","6","0.6000000","4","1.0000000"
"qsmzmVew","bb8eead0","2016-02-02 18:19:14","2","4","0.9714290","4","0.9700000"
"5e4i8Kvw","e1e29168","2016-05-11 05:49:23","2","3","1.0000000","4","1.0000000"
"qsmzmVew","9aded90a","2016-01-10 13:34:08","2","6","1.0000000","3","0.9285710"
"qsmzmVew","926de374","2016-09-06 12:55:41","0","4","0.9690000","4","1.0000000"
"qsmzmVew","815fa2e9","2017-08-03 11:07:10","2","6","0.9937500","4","1.0000000"
"qsmzmVew","4c8f83b1","2016-03-31 18:10:41","2","4","1.0000000","6","1.0000000"
"qsmzmVew","e111361a","2017-01-24 09:17:38","2","6","1.0000000","6","1.0000000"
"qsmzmVew","2b99a0f","2017-06-16 17:54:57","2","4","1.0000000","4","0.4035000"
"qsmzmVew","ee59b6a0","2017-09-04 09:13:09","0","3","1.0000000","3","1.0000000"
"5e4i8Kvw","1e208de7","2017-07-17 16:19:47","2","6","0.9457140","1","1.0000000"
"qsmzmVew","9b7efcf0","2016-02-03 18:25:03","2","5","0.7265000","4","1.0000000"
"qsmzmVew","498643da","2017-09-19 00:19:34","2","4","1.0000000","4","0.9857140"
"5e4i8Kvw","7b11a95c","2017-02-13 23:10:45","2","6","1.0000000","4","1.0000000"
"qsmzmVew","a2b4e036","2016-10-26 12:52:08","2","6","0.9714290","6","0.9666670"
"5e4i8Kvw","35fee4a","2016-04-13 21:20:36","0","6","0.9460357","3","0.9887500"
"qsmzmVew","bec251e5","2016-07-08 14:01:45","2","4","0.6000000","6","0.9464290"
"qsmzmVew","9b4f26de","2017-04-28 22:10:41","0","6","1.0000000","3","0.1500000"
"qsmzmVew","2bbd095c","2016-03-07 04:51:58","2","4","0.9857140","6","0.9857140"
"qsmzmVew","ad10b13c","2016-02-03 15:19:22","2","4","1.0000000","4","1.0000000"
"5e4i8Kvw","bf10618a","2017-07-04 18:14:19","2","2","0.1600000","4","0.2000000"
"qsmzmVew","d0d0663c","2015-12-02 13:22:20","2","3","0.9940000","5","0.9760000"
"qsmzmVew","71584133","2017-08-09 13:41:14","2","4","0.9428570","4","1.0000000"
"5e4i8Kvw","7189b380","2017-05-30 09:23:45","2","4","0.9383929","4","0.9857140"
"qsmzmVew","7d5dfa57","2017-05-24 12:34:50","2","5","0.6000000","4","1.0000000"
"qsmzmVew","f8b838c4","2016-10-31 00:19:21","2","4","1.0000000","6","0.9658929"
"5e4i8Kvw","dc9a701b","2016-09-30 18:37:55","2","6","0.9485000","4","0.7500000"
"qsmzmVew","f49bd15e","2016-07-08 00:39:19","2","4","0.9875000","4","0.1600000"
"5e4i8Kvw","7e17df19","2017-04-28 22:10:42","0","4","0.9937500","4","0.7237500"
"qsmzmVew","103f3a82","2016-03-02 15:20:31","0","3","0.9887500","6","1.0000000"
"qsmzmVew","fc2fd395","2016-07-23 20:39:36","0","4","1.0000000","1","0.9285710"
"5e4i8Kvw","95ff92ac","2016-02-10 15:51:43","0","1","0.4000000","6","0.9700000"
"5e4i8Kvw","e08d49b1","2017-01-30 07:04:58","2","3","0.5600000","4","0.9937500"
"qsmzmVew","420a209c","2016-02-25 22:54:06","2","1","1.0000000","4","1.0000000"
"qsmzmVew","1bfe7453","2016-04-26 22:48:59","2","4","1.0000000","6","0.4437500"
"5e4i8Kvw","de7489eb","2016-01-17 15:18:36","2","4","1.0000000","4","1.0000000"
"qsmzmVew","fa6af7c8","2016-06-22 05:57:00","2","6","1.0000000","3","1.0000000"
"qsmzmVew","71d7d581","2016-02-18 10:49:32","2","4","0.9714290","6","0.3972500"
"5e4i8Kvw","df91ae78","2016-04-01 19:20:02","2","1","0.7500000","4","0.0000000"
"qsmzmVew","a127ad7e","2017-08-14 20:38:37","0","6","0.9428570","5","1.0000000"
"qsmzmVew","114e1ad4","2017-02-20 02:12:24","2","4","1.0000000","4","0.9800000"
"qsmzmVew","c4dd397d","2017-01-31 16:07:33","2","1","0.6000000","6","0.9857140"
"qsmzmVew","f12e6d49","2016-08-03 01:33:19","0","6","0.9880000","6","1.0000000"
"5e4i8Kvw","2136a520","2016-07-09 15:52:20","2","3","1.0000000","4","1.0000000"
"5e4i8Kvw","fe3a26a9","2016-11-15 19:10:37","0","6","0.9714290","1","0.9480360"
"qsmzmVew","201e478e","2017-08-10 01:15:08","2","3","1.0000000","3","0.9857140"
"qsmzmVew","a66fdab2","2016-02-21 06:33:56","2","3","0.9600000","2","1.0000000"
"5e4i8Kvw","360199b5","2016-04-04 16:24:14","0","4","0.5500000","4","1.0000000"
"qsmzmVew","5014f58f","2016-06-17 03:29:35","0","6","1.0000000","6","0.6000000"
"5e4i8Kvw","f75144d0","2016-06-01 00:21:05","0","6","1.0000000","4","1.0000000"
"5e4i8Kvw","dd8155d3","2016-08-02 06:41:02","2","6","1.0000000","6","0.9817500"
"5e4i8Kvw","22e9cd12","2016-02-18 01:19:59","2","4","1.0000000","4","0.9857140"
"qsmzmVew","85c1aca1","2017-07-05 20:13:35","2","6","0.9666670","6","0.9708928"
"5e4i8Kvw","ca1c78c6","2017-06-14 04:14:00","2","6","0.6000000","4","0.6000000"
"5e4i8Kvw","c3df65e6","2016-08-22 22:19:24","0","6","0.9937500","6","1.0000000"
"5e4i8Kvw","df73181d","2017-06-20 22:12:32","2","4","1.0000000","4","1.0000000"
"qsmzmVew","621e1b01","2016-03-02 03:20:33","2","6","0.1600000","4","1.0000000"
"qsmzmVew","56a0d74a","2016-02-27 14:51:17","2","6","1.0000000","4","0.9937500"
"5e4i8Kvw","66957fd0","2017-10-03 03:14:25","2","6","0.9532500","4","0.9523810"
"5e4i8Kvw","de6e7762","2016-04-13 11:00:52","0","3","1.0000000","4","0.9857140"
"qsmzmVew","4dba2e8c","2016-06-17 03:29:56","0","2","0.6000000","6","0.5666670"
"qsmzmVew","7502323d","2017-06-17 15:13:35","2","4","0.9937500","4","1.0000000"
"qsmzmVew","446a7879","2016-10-24 05:19:25","2","4","0.9812500","4","0.9428570"
"5e4i8Kvw","9b91e54d","2015-12-04 08:01:13","0","1","1.0000000","6","0.9857140"
"qsmzmVew","d7accbd9","2016-05-11 19:50:16","0","2","0.6000000","4","0.9402857"
"5e4i8Kvw","ead53489","2017-04-17 14:18:11","2","6","0.2000000","6","0.3285710"
"qsmzmVew","4a172053","2016-03-30 16:25:01","2","4","0.9600000","3","0.7265000"
"5e4i8Kvw","371fcb13","2016-11-01 01:19:00","2","5","0.6000000","4","1.0000000"
"qsmzmVew","2c3bfdd9","2017-07-17 02:22:27","2","4","0.9821429","4","1.0000000"
"qsmzmVew","d104359a","2016-09-06 04:32:13","2","1","0.9887500","3","1.0000000"
"5e4i8Kvw","7ed416c5","2016-10-13 20:51:37","2","4","0.9642857","3","1.0000000"
"qsmzmVew","eae2a06c","2016-09-26 07:02:18","0","0","1.0000000","4","0.1600000"
"qsmzmVew","20220c40","2017-03-27 02:15:56","2","4","1.0000000","6","1.0000000"
"qsmzmVew","ad9981b5","2017-02-19 15:29:48","0","4","0.9600000","3","0.9800000"
"5e4i8Kvw","a96ab330","2016-10-01 21:40:20","2","4","1.0000000","3","0.9758930"
"5e4i8Kvw","76feb85b","2017-03-30 01:19:24","2","2","0.9877500","5","0.0660000"
"qsmzmVew","e45775c6","2017-07-07 14:27:49","2","6","1.0000000","4","0.5875000"
"5e4i8Kvw","c4865e3","2016-05-27 11:23:50","2","4","0.9130360","6","1.0000000"
"5e4i8Kvw","3fb2635c","2016-07-23 15:34:15","2","4","1.0000000","4","0.9380950"
"qsmzmVew","546f4c1d","2016-06-12 18:15:44","2","4","0.9760000","4","0.7195000"
"qsmzmVew","a9cff004","2016-02-01 06:27:49","2","4","0.9714290","1","0.4500000"
"qsmzmVew","fa33b3b9","2016-05-10 02:00:31","2","2","1.0000000","1","1.0000000"
"qsmzmVew","9df20bc","2017-03-01 18:02:47","2","6","0.6000000","6","0.0000000"
"qsmzmVew","40f7c5e9","2017-06-15 14:06:36","2","4","1.0000000","2","0.2000000"
"5e4i8Kvw","4e741197","2017-08-06 07:09:10","0","1","0.2000000","6","0.4000000"
"qsmzmVew","9d3ac26b","2016-01-25 02:11:36","2","3","1.0000000","6","0.9666670"
"5e4i8Kvw","89e08ab2","2017-06-01 08:13:20","2","4","0.9857140","4","1.0000000"
"5e4i8Kvw","ea5283a5","2017-07-11 07:28:25","0","6","1.0000000","4","1.0000000"
"qsmzmVew","d0af49a","2016-09-28 15:08:18","2","4","0.1500000","4","0.6000000"
"qsmzmVew","98b0f0d9","2017-10-04 20:55:33","2","3","0.6000000","6","0.9523810"
"5e4i8Kvw","70f79cda","2016-07-24 06:22:07","2","6","0.6000000","6","0.9714290"
"5e4i8Kvw","7e448566","2016-06-09 13:32:09","2","4","0.1500000","6","0.5266670"
"5e4i8Kvw","52dd89f5","2016-12-08 08:07:52","2","5","1.0000000","6","0.7500000"
"qsmzmVew","10b68a84","2017-04-19 20:13:09","2","6","0.2000000","6","1.0000000"
"qsmzmVew","87a23220","2016-12-19 15:03:42","0","4","0.9523810","4","0.9937500"
"5e4i8Kvw","85a37123","2016-11-14 23:08:59","0","4","1.0000000","4","1.0000000"
"qsmzmVew","6a407f31","2016-06-01 16:52:58","2","6","1.0000000","4","1.0000000"
"qsmzmVew","944c7802","2016-06-01 16:52:57","0","4","0.9571430","4","1.0000000"
"qsmzmVew","2c9a55e1","2017-08-23 21:17:12","2","4","0.9666670","3","1.0000000"
"qsmzmVew","67be4e44","2016-03-13 13:18:25","2","3","1.0000000","3","0.7425000"
"qsmzmVew","186412f8","2016-12-25 17:36:23","2","4","0.5666667","4","0.6000000"
"qsmzmVew","d0fa6a29","2017-04-03 23:14:41","2","4","0.6000000","4","1.0000000"
"5e4i8Kvw","e90c5f8b","2016-02-22 00:10:53","2","4","1.0000000","3","1.0000000"
"5e4i8Kvw","fb9417da","2016-03-01 13:21:42","2","2","0.9750000","4","0.9700000"
"5e4i8Kvw","993d382a","2017-06-20 00:08:44","2","6","0.2940000","6","0.9857140"
"5e4i8Kvw","4e185ae3","2016-03-01 23:21:08","2","6","1.0000000","6","0.6000000"
"qsmzmVew","18000903","2017-07-07 19:30:34","2","5","1.0000000","1","0.9500000"
"5e4i8Kvw","4dac5cbb","2016-02-03 15:49:11","2","4","0.6000000","6","0.2000000"
"5e4i8Kvw","9678b784","2017-06-04 22:11:56","2","4","0.9666670","4","1.0000000"
"qsmzmVew","5995267","2016-10-17 14:01:25","2","6","0.9887500","6","1.0000000"
"qsmzmVew","12889bd0","2016-04-13 17:51:54","2","4","0.3000000","4","0.6000000"
"qsmzmVew","db835cac","2016-06-17 10:58:57","2","6","1.0000000","4","0.9387500"
"qsmzmVew","52ebe590","2017-03-21 00:18:15","2","4","1.0000000","1","0.9857140"
"qsmzmVew","12393c44","2017-08-03 06:21:18","0","1","1.0000000","6","0.9642857"
"qsmzmVew","1130e48b","2016-06-14 04:01:52","0","4","0.2000000","6","1.0000000"
"qsmzmVew","f21c8b62","2016-02-02 12:49:29","0","4","1.0000000","4","1.0000000"
"qsmzmVew","6dbb02a6","2016-01-06 07:31:00","2","4","0.2000000","3","0.1020000"
"qsmzmVew","20f40093","2017-01-16 00:33:35","2","4","0.9705000","3","0.9380950"
"qsmzmVew","a1a288ac","2016-10-19 13:47:37","2","1","1.0000000","6","0.9346430"
"qsmzmVew","97fc958d","2016-03-25 05:44:36","2","4","0.1500000","4","0.4125000"
"qsmzmVew","ab143df5","2016-05-25 18:53:31","2","4","0.9950000","6","0.9714290"
"5e4i8Kvw","f2009303","2016-09-01 00:42:22","2","4","1.0000000","6","1.0000000"
"5e4i8Kvw","4e147f34","2016-08-29 00:20:08","2","6","1.0000000","6","0.5666670"
"qsmzmVew","c3dbdf23","2016-05-05 06:37:52","2","6","0.9525000","3","0.7337500"
"5e4i8Kvw","b0130532","2017-05-02 06:12:04","0","3","1.0000000","6","0.8130000"
"qsmzmVew","5c1274b6","2016-10-14 10:03:10","2","3","1.0000000","1","0.2000000"
"qsmzmVew","4be0034c","2017-03-29 10:11:32","0","4","0.7500000","4","1.0000000"
"qsmzmVew","c4477bc0","2016-04-19 15:12:08","2","6","0.9708928","2","0.9714290"
"5e4i8Kvw","214f5864","2017-09-30 15:14:08","0","4","0.2571430","1","0.9000000"
"qsmzmVew","d0dc04e3","2016-09-28 23:45:57","2","4","0.9600000","4","1.0000000"
"qsmzmVew","fcebbbee","2016-05-05 00:19:05","2","3","0.9666670","3","0.6000000"
"qsmzmVew","a96339fe","2017-06-29 10:12:17","2","4","1.0000000","6","1.0000000"
"5e4i8Kvw","8644ffa","2016-09-27 05:47:45","2","4","0.9821430","4","0.9875000"
"5e4i8Kvw","852c3e9a","2017-05-29 00:02:19","2","3","1.0000000","6","1.0000000"
"qsmzmVew","d5a9a69b","2017-09-07 09:12:54","2","6","0.9666670","1","1.0000000"
"5e4i8Kvw","a960932f","2016-11-10 22:42:44","2","4","0.9720000","4","1.0000000"
"5e4i8Kvw","2a988fac","2016-06-24 16:28:48","2","6","0.9815000","1","1.0000000"
"5e4i8Kvw","1f92988d","2016-02-21 05:19:45","2","6","0.6000000","4","1.0000000"
"5e4i8Kvw","3d51932c","2016-06-08 06:38:11","2","4","1.0000000","4","0.3666670"
"qsmzmVew","68e40d15","2016-03-01 20:22:21","2","6","1.0000000","4","1.0000000"
"qsmzmVew","850e41ce","2017-05-30 15:13:01","2","6","0.9714290","6","0.2592500"
"qsmzmVew","6373870c","2016-07-11 04:20:40","2","4","0.5730000","6","0.9887500"
"5e4i8Kvw","b82bf2a9","2016-11-27 08:08:57","2","3","0.9887500","4","0.6000000"
"5e4i8Kvw","6ca39232","2017-04-27 03:11:40","2","6","0.9714290","6","0.9714290"
"qsmzmVew","c5949075","2016-02-17 22:21:01","2","4","1.0000000","4","0.7000000"
"qsmzmVew","47d2f5f6","2017-08-28 21:16:40","2","3","0.9200000","6","1.0000000"
"qsmzmVew","83fbfb6c","2016-02-03 13:19:04","2","3","0.2000000","4","0.2550000"
"5e4i8Kvw","172949e9","2016-08-11 17:16:52","0","6","0.5666670","3","1.0000000"
