"peer_assignment_id","peer_assignment_review_schema_part_id","peer_assignment_review_schema_part_option_id","peer_review_id"
"S9qjoQ@8","222","5552","e5dd33cc"
"S9qjoQ@8","3","Yes","3d3c7899"
"S9qjoQ@8","6","Yes","e444044f"
"Ha0UDw@3","SijUusI4nbSiZtldrHhtkX","42","b5d3793a"
"S9qjoQ@8","5","Yes","fd169747"
"S9qjoQ@8","SijUusI4nbSiZtldrHhtkX","32","b95c5e7d"
"Ha0UDw@3","333","22","cfb6929a"
"Ha0UDw@3","3","72","685b09ad"
"S9qjoQ@8","555","Yes","a75b95a5"
"Ha0UDw@3","2","Yes","1c7c3a5"
"S9qjoQ@8","6","82","4363fea9"
"S9qjoQ@8","777","82","ee921269"
"S9qjoQ@8","K20zeiocLDtwL8nRc2Y5aN","22","b1b3a33d"
"S9qjoQ@8","3","Yes","e73c19cc"
"Ha0UDw@3","2","No","23a4a740"
"1uEo4w@4","666","42","a81ccfbc"
"S9qjoQ@8","4","7772","706b54c1"
"Ha0UDw@3","444","22","d94acf63"
"P1p1aQ@3","6JIYOGvVU2lA16kFeSbivH","Yes","737c3390"
"1uEo4w@4","4","Yes","7d239235"
"Ha0UDw@3","444","22","49ed239b"
"P1p1aQ@3","444","Yes","3897adc8"
"S9qjoQ@8","777","Yes","2973467b"
"Ha0UDw@3","7","Yes","906ffb18"
"S9qjoQ@8","7","5552","b5abbf42"
"S9qjoQ@8","777","Yes","23c27e67"
"P1p1aQ@3","777","7772","b0f4b97a"
"Ha0UDw@3","444","Yes","3e7b214b"
"Ha0UDw@3","4","Yes","3a7e231e"
"S9qjoQ@8","666","62","13d3cdcc"
"S9qjoQ@8","7","Yes","340791e"
"S9qjoQ@8","555","22","22e4a579"
"Ha0UDw@3","6","82","d50f0b22"
"S9qjoQ@8","222","Yes","edf8ebc2"
"S9qjoQ@8","7","52","15dbc851"
"S9qjoQ@8","555","Yes","5ef260b0"
"Ha0UDw@3","444","32","6deadd2b"
"S9qjoQ@8","111","6662","2ad3c3c0"
"Ha0UDw@3","222","Yes","1e93dd5e"
"S9qjoQ@8","444","Yes","ee17c44d"
"S9qjoQ@8","333","6661","ad204ef3"
"S9qjoQ@8","111","62","a51e178b"
"Ha0UDw@3","666","52","dfb9a78b"
"P1p1aQ@3","555","32","3e8b9e7d"
"S9qjoQ@8","444","7772","1422e4a5"
"S9qjoQ@8","2","22","810fbb7e"
"Ha0UDw@3","3","Yes","eef517e6"
"S9qjoQ@8","555","Yes","1ebe6ec4"
"S9qjoQ@8","2","42","41452ce"
"S9qjoQ@8","4","82","f0786c58"
"S9qjoQ@8","4","6661","8f7111b4"
"Ha0UDw@3","111","72","dc3f531f"
"S9qjoQ@8","444","62","d33e2d70"
"Ha0UDw@3","555","52","47572322"
"S9qjoQ@8","8","Yes","e7a82109"
"S9qjoQ@8","111","72","ca0a6304"
"Ha0UDw@3","SijUusI4nbSiZtldrHhtkX","52","a4e4e412"
"Ha0UDw@3","5","82","65a4902a"
"S9qjoQ@8","K20zeiocLDtwL8nRc2Y5aN","Yes","efd532c3"
"S9qjoQ@8","7","Yes","c0c82541"
"S9qjoQ@8","222","72","5dbdd161"
"S9qjoQ@8","3","6662","c5e8e48a"
"S9qjoQ@8","444","52","a0630d88"
"S9qjoQ@8","555","42","eb85a410"
"S9qjoQ@8","K20zeiocLDtwL8nRc2Y5aN","Yes","a4536cbe"
"S9qjoQ@8","8","7772","3575b1b7"
"Ha0UDw@3","666","82","5ae4e22d"
"1uEo4w@4","K20zeiocLDtwL8nRc2Y5aN","7772","b3c99718"
"Ha0UDw@3","2","82","758156c2"
"Ha0UDw@3","666","32","9999938a"
"Ha0UDw@3","6","22","5cd5ed23"
"S9qjoQ@8","2","Yes","87782ff3"
"Ha0UDw@3","333","Yes","b44db87c"
"Ha0UDw@3","3","5552","6cd5c640"
"S9qjoQ@8","7","62","4e7ab3c"
"Ha0UDw@3","333","6661","85d5ea14"
"S9qjoQ@8","3","Yes","56f15f20"
"Ha0UDw@3","111","32","7812398d"
"S9qjoQ@8","777","5552","7da3352"
"Ha0UDw@3","111","5552","6a3b2d62"
"S9qjoQ@8","555","Yes","1a39de42"
"S9qjoQ@8","777","Yes","16c61165"
"Ha0UDw@3","555","22","96bc08a"
"S9qjoQ@8","3","72","e98e2fa5"
"S9qjoQ@8","444","5552","f710ea1f"
"P1p1aQ@3","555","52","34236f09"
"Ha0UDw@3","2","82","78425ce9"
"S9qjoQ@8","3","6662","59b13a23"
"S9qjoQ@8","8","62","25d3316b"
"Ha0UDw@3","111","5552","8848b52d"
"S9qjoQ@8","4","Yes","45e9fb77"
"1uEo4w@4","222","Yes","8962ed24"
"S9qjoQ@8","111","Yes","ead69c2e"
"Ha0UDw@3","8","Yes","59559107"
"Ha0UDw@3","666","82","b3e3b931"
"P1p1aQ@3","6","Yes","d79b3fb0"
"S9qjoQ@8","111","82","c5fd2895"
"S9qjoQ@8","4","22","7f1ccf31"
"S9qjoQ@8","6","6662","a74d4713"
"S9qjoQ@8","222","5552","d54784a5"
"Ha0UDw@3","5","72","f2fa1a8a"
"S9qjoQ@8","3","Yes","b5889472"
"S9qjoQ@8","222","Yes","a648b19e"
"Ha0UDw@3","6JIYOGvVU2lA16kFeSbivH","Yes","76ef89bf"
"S9qjoQ@8","555","Yes","dc687427"
"1uEo4w@4","333","5552","ee04ac77"
"S9qjoQ@8","8","52","36632d5b"
"S9qjoQ@8","6","Yes","8ff9febc"
"S9qjoQ@8","5","72","c6444d3b"
"S9qjoQ@8","111","42","aae7e138"
"S9qjoQ@8","7","22","24a91c25"
"Ha0UDw@3","222","52","2de9d837"
"1uEo4w@4","3","Yes","2ce89585"
"S9qjoQ@8","5","82","ec6cfe9b"
"S9qjoQ@8","8","Yes","2b5941d5"
"S9qjoQ@8","3","32","bcbc8827"
"Ha0UDw@3","8","5552","b4a5dd2"
"S9qjoQ@8","4","42","2f4981af"
"S9qjoQ@8","6JIYOGvVU2lA16kFeSbivH","No","2c1d3295"
"S9qjoQ@8","222","5552","c7040925"
"Ha0UDw@3","6","Yes","1730b12d"
"Ha0UDw@3","555","Yes","7dd5b5ae"
"Ha0UDw@3","777","82","e3ca2e26"
"S9qjoQ@8","6","Yes","ad60be09"
"Ha0UDw@3","6JIYOGvVU2lA16kFeSbivH","62","2e401be1"
"S9qjoQ@8","555","32","13c5c2e4"
"S9qjoQ@8","333","7772","dd18077a"
"S9qjoQ@8","333","Yes","505a393f"
"S9qjoQ@8","555","Yes","a508df98"
"S9qjoQ@8","444","7772","270aa33e"
"S9qjoQ@8","2","Yes","caa5acd5"
"Ha0UDw@3","6","22","49cfc7b7"
"S9qjoQ@8","333","Yes","c947d586"
"P1p1aQ@3","222","Yes","717dd1c4"
"Ha0UDw@3","5","6661","bac9bc3"
"S9qjoQ@8","5","42","3c5d45e5"
"S9qjoQ@8","6","Yes","5429beb4"
"Ha0UDw@3","111","42","74cf8d0d"
"S9qjoQ@8","333","72","f9505da"
"Ha0UDw@3","555","Yes","c8bdf39a"
"Ha0UDw@3","666","62","253bb025"
"S9qjoQ@8","OiYBP8szIN9z0FfVffV-Qs","Yes","98100de7"
"Ha0UDw@3","5","6662","684b9d37"
"S9qjoQ@8","777","5552","8edbd40a"
"Ha0UDw@3","6","No","9ba6f4f7"
"S9qjoQ@8","2","72","dbd15574"
"Ha0UDw@3","333","Yes","78af1849"
"S9qjoQ@8","OiYBP8szIN9z0FfVffV-Qs","Yes","ff77be5b"
"S9qjoQ@8","6","5552","1b47b9ef"
"Ha0UDw@3","3","Yes","320e7a4d"
"Ha0UDw@3","2","5552","770cc616"
"S9qjoQ@8","7","7771","1b827cd0"
"S9qjoQ@8","555","Yes","3eacb7e9"
"Ha0UDw@3","777","22","82ca2232"
"S9qjoQ@8","777","22","750f49c"
"S9qjoQ@8","666","82","35fb0b51"
"Ha0UDw@3","5","7772","5ce5491a"
"S9qjoQ@8","8","5552","451503b3"
"S9qjoQ@8","8","Yes","8f800397"
"Ha0UDw@3","555","52","db0e05e7"
"S9qjoQ@8","666","6661","7af291d6"
"Ha0UDw@3","666","No","77708a85"
"Ha0UDw@3","2","Yes","466a31a1"
"Ha0UDw@3","777","72","c71b741f"
"S9qjoQ@8","5","Yes","2f226759"
"S9qjoQ@8","8","72","bea273fe"
"S9qjoQ@8","8","Yes","7edb2877"
"S9qjoQ@8","2","42","3065b635"
"S9qjoQ@8","7","Yes","56e2e39a"
"S9qjoQ@8","444","7772","a4cafb76"
"S9qjoQ@8","2","52","10648979"
"S9qjoQ@8","7","81","c498cf98"
"Ha0UDw@3","444","62","9bc24dc5"
"S9qjoQ@8","666","5552","63229045"
"S9qjoQ@8","4","Yes","296c590e"
"Ha0UDw@3","111","82","eaee5b9f"
"S9qjoQ@8","8","Yes","724c561e"
"S9qjoQ@8","SijUusI4nbSiZtldrHhtkX","Yes","c7044a3d"
"S9qjoQ@8","7","Yes","a1e37bbe"
"Ha0UDw@3","222","5552","ca02841d"
"P1p1aQ@3","444","72","649149b8"
"P1p1aQ@3","6JIYOGvVU2lA16kFeSbivH","No","a565d3b5"
"Ha0UDw@3","6","Yes","db0278da"
"Ha0UDw@3","7","Yes","d4bec46c"
"S9qjoQ@8","3","62","2b454932"
"S9qjoQ@8","OiYBP8szIN9z0FfVffV-Qs","72","3604565b"
"1uEo4w@4","6","Yes","8e4c987f"
"S9qjoQ@8","4","32","2eb52100"
"1uEo4w@4","4","22","b620a210"
"S9qjoQ@8","333","82","9764e7ee"
"Ha0UDw@3","8","7772","4bcf2481"
"S9qjoQ@8","4","5552","4530f897"
"S9qjoQ@8","3","52","7a5e59b0"
"S9qjoQ@8","222","Yes","d75b066c"
"S9qjoQ@8","K20zeiocLDtwL8nRc2Y5aN","82","9e848a4b"
"Ha0UDw@3","222","Yes","245efd53"
"S9qjoQ@8","4","Yes","df8c2f66"
"S9qjoQ@8","2","32","905769c1"
"S9qjoQ@8","222","Yes","2b38803a"
"S9qjoQ@8","3","32","df2d0950"
"S9qjoQ@8","6","7772","e6d121f0"
"S9qjoQ@8","K20zeiocLDtwL8nRc2Y5aN","32","b1f7106e"
"S9qjoQ@8","777","52","8f1bd92a"
"Ha0UDw@3","8","32","24de5810"
"S9qjoQ@8","111","5552","8aa59533"
"S9qjoQ@8","6","7772","207b0ee1"
"Ha0UDw@3","7","5552","28d6dcd2"
"Ha0UDw@3","5","6662","8b6f0e1"
"Ha0UDw@3","6","Yes","40fcec3a"
"Ha0UDw@3","3","Yes","655691fa"
"Ha0UDw@3","SijUusI4nbSiZtldrHhtkX","72","c963a806"
"Ha0UDw@3","4","Yes","d818c171"
"Ha0UDw@3","6","Yes","2da29df7"
"S9qjoQ@8","222","42","eab3bc38"
"S9qjoQ@8","7","7772","ac976433"
"S9qjoQ@8","8","7772","40f8f765"
"Ha0UDw@3","6","42","8c4e9b3a"
"P1p1aQ@3","222","5552","378d8280"
"S9qjoQ@8","6","Yes","5a232d7f"
"S9qjoQ@8","7","52","d2a23f8f"
"Ha0UDw@3","5","6662","ac976433"
"Ha0UDw@3","6","72","915fa726"
"S9qjoQ@8","OiYBP8szIN9z0FfVffV-Qs","82","7aea7543"
"S9qjoQ@8","OiYBP8szIN9z0FfVffV-Qs","52","be28825e"
"S9qjoQ@8","2","7772","eab3115c"
"Ha0UDw@3","222","82","22fffed6"
"Ha0UDw@3","6","5551","772a76be"
"Ha0UDw@3","8","Yes","e2e15ff1"
"P1p1aQ@3","6","5552","b792f3c7"
"Ha0UDw@3","111","52","4d3c8e9b"
"Ha0UDw@3","6","Yes","9105e1a2"
"S9qjoQ@8","2","81","83722a2a"
"S9qjoQ@8","111","6662","558422fa"
"S9qjoQ@8","444","Yes","77ea0187"
"S9qjoQ@8","3","Yes","f0845e5c"
"Ha0UDw@3","111","82","4c02831b"
"S9qjoQ@8","111","62","b3a8dd65"
"Ha0UDw@3","6","32","1f02c875"
"S9qjoQ@8","7","42","8d4c1b58"
"S9qjoQ@8","7","Yes","300cb672"
"S9qjoQ@8","6JIYOGvVU2lA16kFeSbivH","Yes","8c46dc70"
"S9qjoQ@8","555","62","cbdd2a32"
"S9qjoQ@8","666","72","1e29e4af"
"S9qjoQ@8","222","Yes","cb9bf6d0"
"1uEo4w@4","8","Yes","c6e09200"
"Ha0UDw@3","777","Yes","6c233e15"
"Ha0UDw@3","6JIYOGvVU2lA16kFeSbivH","Yes","41fecc62"
"S9qjoQ@8","2","7772","e76911"
"S9qjoQ@8","5","6662","bb093023"
"S9qjoQ@8","111","62","d6144eaf"
"S9qjoQ@8","6","42","cd0ef056"
"S9qjoQ@8","SijUusI4nbSiZtldrHhtkX","7772","e4331537"
"S9qjoQ@8","2","32","f328dbf5"
"Ha0UDw@3","2","72","4f76cbd8"
"S9qjoQ@8","7","Yes","16b980d7"
"S9qjoQ@8","6","Yes","bf3c0d0e"
"Ha0UDw@3","444","Yes","a77e5944"
"Ha0UDw@3","5","Yes","fe3698a5"
"S9qjoQ@8","3","81","cdb4c92c"
"1uEo4w@4","555","Yes","75a9c018"
"Ha0UDw@3","222","62","28d5f9d2"
"S9qjoQ@8","111","5552","b8d734e4"
"S9qjoQ@8","4","42","b860629d"
"S9qjoQ@8","2","52","84a5b3ad"
"S9qjoQ@8","444","62","27549ec7"
"S9qjoQ@8","777","52","1f1d34c0"
"S9qjoQ@8","444","52","c5966547"
"Ha0UDw@3","7","5552","7ffd9fff"
"S9qjoQ@8","K20zeiocLDtwL8nRc2Y5aN","72","5c7e16ae"
"S9qjoQ@8","666","Yes","16010677"
"S9qjoQ@8","3","Yes","4d0a2c8b"
"S9qjoQ@8","6","6662","d6151eb"
"S9qjoQ@8","444","42","434b8517"
"Ha0UDw@3","777","Yes","99d60029"
"P1p1aQ@3","6","Yes","be7513af"
"S9qjoQ@8","7","62","d9c47699"
"S9qjoQ@8","666","81","44f25a49"
"S9qjoQ@8","444","22","cface136"
"Ha0UDw@3","555","82","77afdbc5"
"S9qjoQ@8","6","Yes","8a93686"
"S9qjoQ@8","333","82","a2440ba7"
"S9qjoQ@8","2","72","6fd3e2b"
"1uEo4w@4","7","32","c0bb74b8"
"S9qjoQ@8","6","Yes","c95078b7"
"Ha0UDw@3","3","Yes","ef8d6a8a"
"S9qjoQ@8","6","Yes","44e9319b"
"Ha0UDw@3","777","62","48b5b3b6"
"S9qjoQ@8","SijUusI4nbSiZtldrHhtkX","Yes","f942b92f"
"S9qjoQ@8","SijUusI4nbSiZtldrHhtkX","Yes","2919f7c3"
"Ha0UDw@3","666","22","e942f3c4"
"S9qjoQ@8","777","42","baa072a5"
"S9qjoQ@8","8","52","2da22540"
"Ha0UDw@3","4","22","4919625d"
"S9qjoQ@8","2","42","a707c50"
"S9qjoQ@8","6JIYOGvVU2lA16kFeSbivH","5552","ac27cdab"
"S9qjoQ@8","SijUusI4nbSiZtldrHhtkX","32","1aeb9973"
"Ha0UDw@3","222","62","c0fa32e5"
"Ha0UDw@3","7","62","5b25e964"
"S9qjoQ@8","111","62","80065a8f"
"Ha0UDw@3","4","42","bb91fb22"
"Ha0UDw@3","SijUusI4nbSiZtldrHhtkX","71","f91a81b5"
"S9qjoQ@8","4","5552","269568ef"
"S9qjoQ@8","222","7772","2b2551c8"
"Ha0UDw@3","222","42","644ebf17"
"Ha0UDw@3","444","Yes","23f49fe3"
"S9qjoQ@8","222","62","d978a4c3"
"S9qjoQ@8","4","6662","4e79ba48"
"S9qjoQ@8","6","32","20cfa1"
"S9qjoQ@8","111","Yes","43b3af19"
"S9qjoQ@8","666","Yes","fa8c8720"
"S9qjoQ@8","5","Yes","ff2b13c2"
"S9qjoQ@8","4","Yes","12db879c"
"S9qjoQ@8","6","Yes","93d8a974"
"Ha0UDw@3","3","5552","986a81f4"
"Ha0UDw@3","2","Yes","fd963159"
"S9qjoQ@8","3","62","3360be4a"
"1uEo4w@4","222","42","87c0e5ed"
"Ha0UDw@3","8","Yes","e8184412"
"S9qjoQ@8","6JIYOGvVU2lA16kFeSbivH","5552","3298c64"
"S9qjoQ@8","666","Yes","d9ce0547"
"S9qjoQ@8","777","6662","942691f2"
"S9qjoQ@8","555","72","f6fcdaf1"
"1uEo4w@4","7","Yes","2adffe9e"
"Ha0UDw@3","2","6662","191ff5fb"
"S9qjoQ@8","111","5552","f85aa4f5"
"S9qjoQ@8","6","42","d157e05a"
"S9qjoQ@8","333","Yes","40f938ff"
"S9qjoQ@8","111","Yes","eb129f27"
"S9qjoQ@8","6JIYOGvVU2lA16kFeSbivH","22","23f5dbe5"
"Ha0UDw@3","555","22","debc3d08"
"Ha0UDw@3","3","Yes","cb8cc398"
"Ha0UDw@3","6JIYOGvVU2lA16kFeSbivH","32","85a3804"
"S9qjoQ@8","111","6662","48fc960a"
"S9qjoQ@8","444","Yes","62759d03"
"S9qjoQ@8","4","32","3fbd7d8e"
"S9qjoQ@8","111","Yes","ea2933c9"
"P1p1aQ@3","8","42","e0fb7b53"
"Ha0UDw@3","8","6662","3ecc0101"
"1uEo4w@4","444","Yes","6f9f953f"
"S9qjoQ@8","444","5552","a2912ab7"
"Ha0UDw@3","6","7772","bce0b867"
"S9qjoQ@8","K20zeiocLDtwL8nRc2Y5aN","72","b44340a9"
"S9qjoQ@8","222","52","d962390"
"1uEo4w@4","777","42","218c165a"
"S9qjoQ@8","333","7771","990a6119"
"S9qjoQ@8","6","62","974e1856"
"Ha0UDw@3","333","72","96cc8892"
"S9qjoQ@8","3","No","986cdb40"
"S9qjoQ@8","222","52","39144577"
"S9qjoQ@8","444","32","2205f514"
"S9qjoQ@8","7","Yes","c527dd55"
"S9qjoQ@8","444","32","9c5c35d1"
"Ha0UDw@3","2","42","79ffc106"
"P1p1aQ@3","2","Yes","e1eaed55"
"Ha0UDw@3","8","42","2d27c275"
"S9qjoQ@8","444","72","8137779c"
"S9qjoQ@8","5","22","c58d7073"
"Ha0UDw@3","6","42","c9a92790"
"Ha0UDw@3","5","No","44743c30"
"S9qjoQ@8","222","No","ab0a6113"
"Ha0UDw@3","444","No","502efd2"
"Ha0UDw@3","777","Yes","9b3507cf"
"S9qjoQ@8","6","5552","bd29efc8"
"S9qjoQ@8","4","52","409297b9"
"P1p1aQ@3","555","6662","32e67dda"
"P1p1aQ@3","222","42","52a5f521"
"S9qjoQ@8","6","Yes","f2612953"
"S9qjoQ@8","OiYBP8szIN9z0FfVffV-Qs","72","151c156e"
"Ha0UDw@3","2","62","ca72110e"
"S9qjoQ@8","OiYBP8szIN9z0FfVffV-Qs","22","2d7708b0"
"Ha0UDw@3","777","5552","13171a26"
"1uEo4w@4","2","5552","46ed0771"
"S9qjoQ@8","4","Yes","a34a93a4"
"P1p1aQ@3","SijUusI4nbSiZtldrHhtkX","42","3e8fec15"
"S9qjoQ@8","444","Yes","39917320"
"S9qjoQ@8","444","Yes","df3fbd5b"
"S9qjoQ@8","6JIYOGvVU2lA16kFeSbivH","Yes","d0e16e29"
"S9qjoQ@8","333","7772","47c5cc91"
"P1p1aQ@3","6","22","f0646acf"
"Ha0UDw@3","3","Yes","6adb3307"
"Ha0UDw@3","555","52","5d7e5786"
"Ha0UDw@3","5","82","951ac68f"
"S9qjoQ@8","333","Yes","29e07daa"
"S9qjoQ@8","SijUusI4nbSiZtldrHhtkX","5552","5d5b89fd"
"Ha0UDw@3","2","Yes","9cebc91f"
"Ha0UDw@3","4","5552","4ed4e390"
"S9qjoQ@8","4","Yes","c68eecc7"
"S9qjoQ@8","3","81","4dbd01a9"
"P1p1aQ@3","6JIYOGvVU2lA16kFeSbivH","42","bfc3c351"
"Ha0UDw@3","222","41","bf657f8b"
"Ha0UDw@3","8","No","61546346"
"Ha0UDw@3","SijUusI4nbSiZtldrHhtkX","72","eccd8eaf"
"Ha0UDw@3","444","72","f811b208"
"Ha0UDw@3","2","Yes","9cbcd194"
"S9qjoQ@8","6","52","e03988ca"
"S9qjoQ@8","777","5552","78d13691"
"S9qjoQ@8","6","Yes","b9e6a6c1"
"Ha0UDw@3","2","7772","c0015c7d"
"Ha0UDw@3","4","52","64583674"
"S9qjoQ@8","222","Yes","2ffbb08"
"S9qjoQ@8","4","42","1d346711"
"Ha0UDw@3","SijUusI4nbSiZtldrHhtkX","52","7bec61bb"
"S9qjoQ@8","111","72","c56ea0d0"
"S9qjoQ@8","2","7772","60606892"
"Ha0UDw@3","666","Yes","4d138c95"
"S9qjoQ@8","K20zeiocLDtwL8nRc2Y5aN","52","ed77d29d"
"S9qjoQ@8","555","32","3a61fe0"
"Ha0UDw@3","444","5551","ddd58c6c"
"Ha0UDw@3","3","Yes","36632d5b"
"S9qjoQ@8","7","32","759b2c4"
"Ha0UDw@3","2","Yes","d3b4eded"
"S9qjoQ@8","666","32","d28ab90c"
"Ha0UDw@3","4","22","8a5f7f43"
"S9qjoQ@8","444","7772","48ce3dc"
"S9qjoQ@8","K20zeiocLDtwL8nRc2Y5aN","Yes","7a3920c7"
"S9qjoQ@8","777","72","dfca341c"
"S9qjoQ@8","OiYBP8szIN9z0FfVffV-Qs","82","fdbbefa3"
"S9qjoQ@8","4","72","2d112fa0"
"Ha0UDw@3","222","7772","41545402"
"Ha0UDw@3","2","Yes","2da34d0"
"Ha0UDw@3","555","Yes","4f385405"
"S9qjoQ@8","111","5552","39b295a8"
"Ha0UDw@3","6","62","6da77763"
"1uEo4w@4","444","42","ec3b499b"
"Ha0UDw@3","444","42","94f8c902"
"S9qjoQ@8","5","Yes","e58fac29"
"Ha0UDw@3","7","5552","c1493d49"
"Ha0UDw@3","3","6662","c766d9c2"
"S9qjoQ@8","444","7772","3efc825b"
"S9qjoQ@8","555","82","2de15f66"
"Ha0UDw@3","111","22","3360be4a"
"S9qjoQ@8","2","Yes","461235de"
"S9qjoQ@8","SijUusI4nbSiZtldrHhtkX","6662","8bd0f109"
"S9qjoQ@8","555","82","7fbf1a1c"
"S9qjoQ@8","7","32","e196df7c"
"P1p1aQ@3","3","Yes","bebbdba1"
"S9qjoQ@8","3","32","fedcd42d"
"S9qjoQ@8","6","52","d0a227bb"
"Ha0UDw@3","SijUusI4nbSiZtldrHhtkX","Yes","d854e56d"
"Ha0UDw@3","666","7772","f5a02789"
"S9qjoQ@8","444","62","2708af2e"
"S9qjoQ@8","K20zeiocLDtwL8nRc2Y5aN","5552","31706ada"
"Ha0UDw@3","6JIYOGvVU2lA16kFeSbivH","Yes","efe2dc23"
"Ha0UDw@3","5","72","5ca64cb4"
"Ha0UDw@3","111","Yes","d45d4735"
"1uEo4w@4","111","32","c01122b0"
"Ha0UDw@3","5","6662","d017a8fd"
"S9qjoQ@8","K20zeiocLDtwL8nRc2Y5aN","72","caff3ec3"
"Ha0UDw@3","222","52","659299d5"
"S9qjoQ@8","222","Yes","8454fa64"
"S9qjoQ@8","222","71","97b40de1"
"Ha0UDw@3","8","5552","399b1855"
"S9qjoQ@8","444","5552","8e30d069"
"S9qjoQ@8","7","72","9e103637"
"Ha0UDw@3","4","52","ab321500"
"S9qjoQ@8","4","Yes","2bbf0cc5"
"S9qjoQ@8","777","81","e6eb3c7c"
"Ha0UDw@3","8","5552","6a900773"
"P1p1aQ@3","5","42","2e535b46"
"Ha0UDw@3","222","7772","54b46cb"
"Ha0UDw@3","6","82","82b6017f"
"S9qjoQ@8","K20zeiocLDtwL8nRc2Y5aN","Yes","c55abb4e"
"Ha0UDw@3","555","5552","c16a332"
"S9qjoQ@8","222","62","8fd88d33"
"S9qjoQ@8","6JIYOGvVU2lA16kFeSbivH","Yes","faaeee1c"
"S9qjoQ@8","7","72","a839b529"
"Ha0UDw@3","666","42","fd948ff8"
"Ha0UDw@3","8","72","f77991e7"
"Ha0UDw@3","222","82","53bf0b69"
"S9qjoQ@8","777","82","771cb7d3"
"S9qjoQ@8","111","42","c7eb3de0"
"1uEo4w@4","8","Yes","244461a5"
"Ha0UDw@3","7","6662","695cc05b"
"Ha0UDw@3","6","42","af7bb75c"
"Ha0UDw@3","5","7772","da2974e2"
"S9qjoQ@8","2","5552","ed6d641c"
"S9qjoQ@8","2","52","c85f049f"
"Ha0UDw@3","2","61","e6d77088"
"S9qjoQ@8","6","Yes","2f88e2f3"
"Ha0UDw@3","777","52","e740057c"
"S9qjoQ@8","111","72","f43acba"
"S9qjoQ@8","222","21","32cf4a87"
"S9qjoQ@8","3","72","6abe5959"
"S9qjoQ@8","2","Yes","8cf22237"
"Ha0UDw@3","555","Yes","78adb7fc"
"S9qjoQ@8","5","32","4b9a105"
"P1p1aQ@3","6","32","5921c5f2"
"S9qjoQ@8","555","7772","7de6dac"
"Ha0UDw@3","4","Yes","8554b735"
"S9qjoQ@8","2","21","57f0b9c1"
"S9qjoQ@8","6","52","9d634fbe"
"S9qjoQ@8","5","52","c59d1cbe"
"S9qjoQ@8","6JIYOGvVU2lA16kFeSbivH","Yes","19f5f03a"
"S9qjoQ@8","2","52","f8fc3f88"
"Ha0UDw@3","4","Yes","40a06b1e"
"Ha0UDw@3","5","Yes","44d8ddff"
"Ha0UDw@3","3","7772","43ff579a"
"S9qjoQ@8","5","72","cf9200fb"
"Ha0UDw@3","222","6661","552b2a4d"
"Ha0UDw@3","8","81","d4ff44b3"
"Ha0UDw@3","777","61","b02d08a"
"S9qjoQ@8","4","Yes","59100098"
"S9qjoQ@8","7","No","6ba57ade"
"Ha0UDw@3","SijUusI4nbSiZtldrHhtkX","22","702d99e3"
"S9qjoQ@8","8","Yes","94e5e4b9"
"S9qjoQ@8","6","82","bf3c0686"
"S9qjoQ@8","SijUusI4nbSiZtldrHhtkX","Yes","b749fc76"
"S9qjoQ@8","333","32","32266447"
"S9qjoQ@8","6","Yes","e50cd5ba"
"S9qjoQ@8","111","7772","8087d124"
"S9qjoQ@8","333","Yes","3fbb5589"
"S9qjoQ@8","3","7772","9fbf8d5f"
"1uEo4w@4","3","Yes","e6fa5dd6"
"Ha0UDw@3","111","82","ae176c93"
"S9qjoQ@8","333","Yes","7a55cb6e"
"Ha0UDw@3","4","72","82a247ed"
"S9qjoQ@8","555","5552","de617191"
"S9qjoQ@8","5","No","7ed43c3c"
"S9qjoQ@8","444","41","e9c9abc1"
"Ha0UDw@3","111","Yes","80e35bf7"
"Ha0UDw@3","K20zeiocLDtwL8nRc2Y5aN","Yes","5d980695"
"S9qjoQ@8","222","21","c71e8c54"
"S9qjoQ@8","4","Yes","85d76dcf"
"S9qjoQ@8","666","5552","8e8f96fe"
"Ha0UDw@3","4","62","e4af5807"
"S9qjoQ@8","5","5551","d6ac8605"
"S9qjoQ@8","333","6661","34bd6244"
"S9qjoQ@8","6","Yes","36d8aa6"
"S9qjoQ@8","2","5552","81ac4b5d"
"S9qjoQ@8","2","Yes","2b7dcf87"
"S9qjoQ@8","5","22","e41372ca"
"S9qjoQ@8","8","72","d3e60e17"
"Ha0UDw@3","555","Yes","a7c89bb"
"1uEo4w@4","6","7772","fcf809a1"
"S9qjoQ@8","111","52","d3c70f4a"
"S9qjoQ@8","6","42","f71effb5"
"Ha0UDw@3","555","32","d4b2f244"
"S9qjoQ@8","444","Yes","7d91106d"
"S9qjoQ@8","777","6661","6666e5e5"
"S9qjoQ@8","5","62","c1674c78"
"S9qjoQ@8","OiYBP8szIN9z0FfVffV-Qs","Yes","11e1f752"
"Ha0UDw@3","3","Yes","7f7e5e78"
"S9qjoQ@8","5","6662","37ad00a5"
"S9qjoQ@8","222","No","44ba5f85"
"S9qjoQ@8","4","42","4556e2e7"
"S9qjoQ@8","8","Yes","56819615"
"S9qjoQ@8","444","5552","5803b3d3"
"S9qjoQ@8","3","82","d1112ead"
"S9qjoQ@8","5","71","d730c784"
"S9qjoQ@8","555","Yes","b71511"
"Ha0UDw@3","666","7772","eb2f70d9"
"Ha0UDw@3","666","Yes","a1f63ad4"
